Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
31950,P335260.6.1,{mi₂}{d}PA—ra-mat,Nabu-ramat[1]PN$,PN,"['𒊩', '𒀭', '𒉺', '𒊏', '𒆳']",𒊩𒀭𒉺𒊏𒆳,{MI₂}{d}PA-ra-mat,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Nabu-ramat,Nabu-ramat,1,PN,,P335260,6,1,object sold
31951,P335260.6.2,GEME₂-šu₂-nu,amtu[maid]N$amtušunu,N,"['𒊩𒆳', '𒋙', '𒉡']",𒊩𒆳𒋙𒉡,GEME₂-šu₂-nu,"['complete', 'complete', 'complete']",0.0,amtušunu,amtu,maid,,,P335260,6,2,object sold
31952,P335260.7.1,03,n,n,['𒐈'],𒐈,03,['complete'],0.0,,,,NUMBER,,P335260,7,1,object sold
31953,P335260.7.2,ru-ṭu,rūṭu[a unit of length]N,N,"['𒊒', '𒂅']",𒊒𒂅,ru-ṭu,"['complete', 'complete']",0.0,rūṭu,rūṭu,a unit of length,,,P335260,7,2,object sold
31954,P335260.7.3,tu-piš-ma,tupišma[contract]V,V,"['𒌅', '𒄫', '𒈠']",𒌅𒄫𒈠,tu-piš-ma,"['complete', 'complete', 'complete']",0.0,tupišma,epēšu,contract,,,P335260,7,3,initiation of transaction
31955,P335260.8.1,{mi₂}{d}ur-kit—HAL-a-ni,Urkittu-tašmanni[1]PN$,PN,"['𒊩', '𒀭', '𒌨', '𒆤', '𒄬', '𒀀', '𒉌']",𒊩𒀭𒌨𒆤𒄬𒀀𒉌,{MI₂}{d}ur-kit-HAL-a-ni,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Urkittu-tašmanni,Urkittu-tašmanni,1,PN,,P335260,8,1,initiation of transaction
31956,P335260.8.2,i-na,ina[in+=for]PRP,PRP,"['𒄿', '𒈾']",𒄿𒈾,i-na,"['complete', 'complete']",0.0,ina,ina,in,,,P335260,8,2,price
31957,P335260.8.3,ŠA₃,libbi[interior]N,N,['𒊮'],𒊮,ŠA₃,['complete'],0.0,libbi,libbu,interior,,,P335260,8,3,price
31958,P335260.9.1,09,n,n,['𒑆'],𒑆,09,['complete'],0.0,,,,NUMBER,,P335260,9,1,price
31959,P335260.9.2,GIN₂-MEŠ,šiqlī[a unit of weight]N,N,"['𒂆', '𒈨𒌍']",𒂆𒈨𒌍,GIN₂-MEŠ,"['complete', 'complete']",0.0,šiqlī,šiqlu,a unit of weight,,,P335260,9,2,price
31960,P335260.9.3,<KUG.UD>,ṣarpi[silver]N,N,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,ṣarpi,ṣarpu,silver,,,P335260,9,3,price
31961,P335260.9.4,TA@v,issu[from+=from]PRP,PRP,['𒋬'],𒋬,TA@v,['complete'],0.0,issu,ištu,from,,,P335260,9,4,completion of transaction
31962,P335260.9.5,IGI,pān[front]N,N,['𒅆'],𒅆,IGI,['complete'],0.0,pān,pānu,front,,,P335260,9,5,completion of transaction
31963,P335260.9.6,LU₂-MEŠ,amēlē[man]N,N,"['𒇽', '𒈨𒌍']",𒇽𒈨𒌍,LU₂-MEŠ,"['complete', 'complete']",0.0,amēlē,awīlu,man,,,P335260,9,6,completion of transaction
31964,P335260.9.7,o,u,u,['o'],o,o,['complete'],0.0,,,,,,P335260,9,7,completion of transaction
