Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
9786,P335235.5.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335235,5,1,none
9787,P335235.5.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335235,5,2,none
9788,P335235.5.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335235,5,3,none
9789,P335235.5.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335235,5,4,none
9790,P335235.5.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335235,5,5,none
9791,P335235.5.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335235,5,6,none
9792,P335235.5.7,ṣib-tu],ṣibtu[seizure]N,N,"['𒍦', '𒌅']",𒍦𒌅,[ṣib-tu],"['missing', 'missing']",1.0,ṣibtu,ṣibtu,seizure,,,P335235,5,7,guarantee clauses for slaves
9793,P335235.6.1,be-en-nu,bennu[epilepsy]N,N,"['𒁁', '𒂗', '𒉡']",𒁁𒂗𒉡,be-en-nu,"['complete', 'complete', 'complete']",0.0,bennu,bennu,epilepsy,,,P335235,6,1,guarantee clauses for slaves
9794,P335235.6.2,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335235,6,2,guarantee clauses for slaves
9795,P335235.6.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335235,6,3,guarantee clauses for slaves
9796,P335235.6.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335235,6,4,guarantee clauses for slaves
9797,P335235.6.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335235,6,5,guarantee clauses for slaves
9798,P335235.6.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335235,6,6,guarantee clauses for slaves
9799,P335235.6.7,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335235,6,7,guarantee clauses for slaves
