Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
15867,P335467.5.1,{⸢mi₂}NIN⸣—AD-ša₂,Ahat-abiša[1]PN,PN,"['𒊩', '𒊩𒌆', '𒀜', '𒃻']",𒊩𒊩𒌆𒀜𒃻,{⸢MI₂⸣}⸢NIN⸣-AD-ša₂,"['damaged', 'damaged', 'complete', 'complete']",0.25,Ahat-abiša,Ahat-abiša,1,PN,,P335467,5,1,object sold
15868,P335467.5.2,DUMU.MI₂-⸢su⸣,marʾussu[daughter]N,N,"['𒌉', '𒊩', '𒋢']",𒌉𒊩𒋢,DUMU.MI₂-⸢su⸣,"['complete', 'complete', 'damaged']",0.17,marʾussu,mārtu,daughter,,,P335467,5,2,object sold
15869,P335467.6.1,⸢ša⸣,ša[of]DET,DET,['𒊭'],𒊭,⸢ša⸣,['damaged'],0.5,ša,ša,of,,,P335467,6,1,object sold
15870,P335467.6.2,{1}SUHUŠ—aš-šur,Ubru-Aššur[1]PN,PN,"['𒁹', '𒁼', '𒀸', '𒋩']",𒁹𒁼𒀸𒋩,{1}SUHUŠ-aš-šur,"['complete', 'complete', 'complete', 'complete']",0.0,Ubru-Aššur,Ubru-Aššur,1,PN,,P335467,6,2,object sold
15871,P335467.7.1,⸢u₂⸣-piš-ma,uppišma[contract]V,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,⸢u₂⸣-piš-ma,"['damaged', 'complete', 'complete']",0.17,uppišma,epēšu,contract,,,P335467,7,1,initiation of transaction
15872,P335467.7.2,{1}za-ab-di-i,Zabdi[1]PN$,PN,"['𒁹', '𒍝', '𒀊', '𒁲', '𒄿']",𒁹𒍝𒀊𒁲𒄿,{1}za-ab-di-i,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Zabdi,Zabdi,1,PN,,P335467,7,2,initiation of transaction
15873,P335467.8.1,TA@v,issu[from+=from]PRP,PRP,['𒋬'],𒋬,TA@v,['complete'],0.0,issu,ištu,from,,,P335467,8,1,completion of transaction
15874,P335467.8.2,IGI,pān[front]N,N,['𒅆'],𒅆,IGI,['complete'],0.0,pān,pānu,front,,,P335467,8,2,completion of transaction
15875,P335467.8.3,{1}SUHUŠ\p—aš-šur,Ubru-Aššur[1]PN,PN,"['𒁹', '𒁼', '𒀸', '𒋩']",𒁹𒁼𒀸𒋩,{1}SUHUŠ-aš-šur,"['complete', 'complete', 'complete', 'complete']",0.0,Ubru-Aššur,Ubru-Aššur,1,PN,,P335467,8,3,completion of transaction
15876,P335467.9.1,ku-um,kūm[instead of]PRP,PRP,"['𒆪', '𒌝']",𒆪𒌝,ku-um,"['complete', 'complete']",0.0,kūm,kūm,instead of,,,P335467,9,1,price
15877,P335467.9.2,30,n,n,['𒌍'],𒌍,30,['complete'],0.0,,,,NUMBER,,P335467,9,2,price
15878,P335467.9.3,GIN₂-MEŠ,šiqlī[a unit of weight]N,N,"['𒂆', '𒈨𒌍']",𒂆𒈨𒌍,GIN₂-MEŠ,"['complete', 'complete']",0.0,šiqlī,šiqlu,a unit of weight,,,P335467,9,3,price
15879,P335467.9.4,KUG.UD,ṣarpi[silver]N,N,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,ṣarpi,ṣarpu,silver,,,P335467,9,4,price
15880,P335467.9.5,⸢il-qi₂⸣,ilqi[purchase]V,V,"['𒅋', '𒆠']",𒅋𒆠,⸢il-qi₂⸣,"['damaged', 'damaged']",0.5,ilqi,leqû,purchase,,,P335467,9,5,completion of transaction
15881,P335467.10.1,⸢ša₂⸣,ša[of]DET,DET,['𒃻'],𒃻,⸢ša₂⸣,['damaged'],0.5,ša,ša,of,,,P335467,10,1,completion of transaction
15882,P335467.10.2,{1}za-ab-di-i,Zabdi[1]PN$,PN,"['𒁹', '𒍝', '𒀊', '𒁲', '𒄿']",𒁹𒍝𒀊𒁲𒄿,{1}za-ab-di-i,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Zabdi,Zabdi,1,PN,,P335467,10,2,completion of transaction
15883,P335467.10.3,ša₂,ša[of]DET,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,ša,ša,of,,,P335467,10,3,completion of transaction
15884,P335467.10.4,{d}[x,u,u,"['𒀭', 'x']",𒀭x,{d}[x],"['complete', 'missing']",0.5,,,,,,P335467,10,4,completion of transaction
15885,P335467.10.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335467,10,5,completion of transaction
15886,P335467.10.6,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335467,10,6,completion of transaction
15887,P335467.11.1,⸢ku-um⸣,kūm[instead of]PRP,PRP,"['𒆪', '𒌝']",𒆪𒌝,⸢ku-um⸣,"['damaged', 'damaged']",0.5,kūm,kūm,instead of,,,P335467,11,1,other clauses
15888,P335467.11.2,ha-bul-le-e-⸢šu₂⸣,hubullu[debt]N$habullēšu,N,"['𒄩', '𒇧', '𒇷', '𒂊', '𒋙']",𒄩𒇧𒇷𒂊𒋙,ha-bul-le-e-⸢šu₂⸣,"['complete', 'complete', 'complete', 'complete', 'damaged']",0.1,habullēšu,hubullu,debt,,,P335467,11,2,other clauses
15889,P335467.12.1,DUMU.MI₂-su,marʾussu[daughter]N,N,"['𒌉', '𒊩', '𒋢']",𒌉𒊩𒋢,DUMU.MI₂-su,"['complete', 'complete', 'complete']",0.0,marʾussu,mārtu,daughter,,,P335467,12,1,other clauses
15890,P335467.12.2,a-na,ana[to]PRP,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,to,,,P335467,12,2,other clauses
15891,P335467.12.3,{1}zab-di-⸢i⸣,Zabdi[1]PN$,PN,"['𒁹', '𒂟', '𒁲', '𒄿']",𒁹𒂟𒁲𒄿,{1}zab-di-⸢i⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,Zabdi,Zabdi,1,PN,,P335467,12,3,other clauses
15892,P335467.13.1,⸢it⸣-ti-din,ittidin[give]V,V,"['𒀉', '𒋾', '𒁷']",𒀉𒋾𒁷,⸢it⸣-ti-din,"['damaged', 'complete', 'complete']",0.17,ittidin,tadānu,give,,,P335467,13,1,other clauses
15893,P335467.13.2,MI₂,issu[woman]N,N,['𒊩'],𒊩,MI₂,['complete'],0.0,issu,sinništu,woman,,,P335467,13,2,confirmation of transfer 2
15894,P335467.13.3,šu-a-tu₂,šuātu[that]'DP,IP,"['𒋗', '𒀀', '𒌓']",𒋗𒀀𒌓,šu-a-tu₂,"['complete', 'complete', 'complete']",0.0,šuātu,šuāti,that,,,P335467,13,3,confirmation of transfer 2
15895,P335467.14.1,⸢za⸣-ar-pat,zarpat[purchased]AJ,AJ,"['𒍝', '𒅈', '𒉻']",𒍝𒅈𒉻,⸢za⸣-ar-pat,"['damaged', 'complete', 'complete']",0.17,zarpat,zarpu,purchased,,,P335467,14,1,confirmation of transfer 2
15896,P335467.14.2,⸢laq⸣-qi₂-at,laqqiat[acquired]AJ,AJ,"['𒋃', '𒆠', '𒀜']",𒋃𒆠𒀜,⸢laq⸣-qi₂-at,"['damaged', 'complete', 'complete']",0.17,laqqiat,leqû,acquired,,,P335467,14,2,confirmation of transfer 2
15897,P335467.15.1,[tu]-⸢a-ru,tuāru[revocation]'N,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,[tu]-⸢a-ru⸣,"['missing', 'damaged', 'damaged']",0.67,tuāru,târu,revocation,,,P335467,15,1,exclusion of litigation
15898,P335467.15.2,de-e⸣-nu,dēnu[lawsuit]N,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,⸢de-e⸣-nu,"['damaged', 'damaged', 'complete']",0.33,dēnu,dīnu,lawsuit,,,P335467,15,2,exclusion of litigation
