Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
32070,P335206.2.1,ṣu-pur,ṣupur[fingernail]N,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,ṣupur,ṣupru,fingernail,,,P335206,2,1,seal identification
32071,P335206.2.2,{1}d.EN—DUG₄.⸢GA⸣,Bel-iqbi[1]PN$,PN,"['𒁹', '𒀭', '𒂗', '𒅗', '𒂵']",𒁹𒀭𒂗𒅗𒂵,{1}d.EN-DUG₄.⸢GA⸣,"['complete', 'complete', 'complete', 'complete', 'damaged']",0.1,Bel-iqbi,Bel-iqbi,1,PN,,P335206,2,2,seal identification
32072,P335206.3.1,ṣu-pur,ṣupur[fingernail]N,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,ṣupur,ṣupru,fingernail,,,P335206,3,1,seal identification
32073,P335206.3.2,{1}NUMUN—DU₃,Zeru-ibni[1]PN,PN,"['𒁹', '𒆰', '𒆕']",𒁹𒆰𒆕,{1}NUMUN-DU₃,"['complete', 'complete', 'complete']",0.0,Zeru-ibni,Zeru-ibni,1,PN,,P335206,3,2,seal identification
32074,P335206.4.1,ṣu-pur,ṣupur[fingernail]N,N,"['𒍮', '𒁓']",𒍮𒁓,ṣu-pur,"['complete', 'complete']",0.0,ṣupur,ṣupru,fingernail,,,P335206,4,1,seal identification
32075,P335206.4.2,{1}{d}EN—AD—⸢PAB⸣,Bel-abu-uṣur[1]PN$,PN,"['𒁹', '𒀭', '𒂗', '𒀜', '𒉽']",𒁹𒀭𒂗𒀜𒉽,{1}{d}EN-AD-⸢PAB⸣,"['complete', 'complete', 'complete', 'complete', 'damaged']",0.1,Bel-abu-uṣur,Bel-abu-uṣur,1,PN,,P335206,4,2,seal identification
32076,P335206.5.1,EN,bēl[owner]N,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,,,P335206,5,1,seal identification
32077,P335206.5.2,UN-MEŠ,nišē[people]N,N,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,UN-MEŠ,"['complete', 'complete']",0.0,nišē,nišu,people,,,P335206,5,2,seal identification
32078,P335206.5.3,SUM-ni,tadāni[giving]'N,V,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,tadāni,tadānu,giving,,,P335206,5,3,seal identification
32079,P335206.9.1,{1}x,u,u,"['𒁹', 'x']",𒁹x,{[1]}[x],"['missing', 'missing']",1.0,,,,,,P335206,9,1,object sold
32080,P335206.9.2,(x),u,u,['x'],x,[x],['missing'],1.0,,,,,,P335206,9,2,object sold
32081,P335206.9.3,x]—{d}AMAR.UTU,u,u,"['x', '𒀭', '𒀫', '𒌓']",x𒀭𒀫𒌓,[x]-{d}AMAR.UTU,"['missing', 'complete', 'complete', 'complete']",0.25,,,,,,P335206,9,3,object sold
32082,P335206.9.4,MI₂-šu₂,issušu[woman]N,N,"['𒊩', '𒋙']",𒊩𒋙,MI₂-šu₂,"['complete', 'complete']",0.0,issušu,sinništu,woman,,,P335206,9,4,object sold
32083,P335206.10.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335206,10,1,object sold
32084,P335206.10.2,(x),u,u,['x'],x,[x],['missing'],1.0,,,,,,P335206,10,2,object sold
32085,P335206.10.3,DUMU-MEŠ]-šu₂,marʾēšu[son]N,N,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,[DUMU-MEŠ]-šu₂,"['missing', 'missing', 'complete']",0.67,marʾēšu,māru,son,,,P335206,10,3,object sold
32086,P335206.10.4,02,n,n,['𒈫'],𒈫,02,['complete'],0.0,,,,NUMBER,,P335206,10,4,object sold
32087,P335206.10.5,DUMU.MI₂-MEŠ-šu₂,marʾātišu[daughter]N,N,"['𒌉', '𒊩', '𒈨𒌍', '𒋙']",𒌉𒊩𒈨𒌍𒋙,DUMU.MI₂-MEŠ-šu₂,"['complete', 'complete', 'complete', 'complete']",0.0,marʾātišu,mārtu,daughter,,,P335206,10,5,object sold
32088,P335206.11.1,[PAB,ahu[brother]N,N,['𒉽'],𒉽,[PAB],['missing'],1.0,ahu,ahu,brother,,,P335206,11,1,object sold
32089,P335206.11.2,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335206,11,2,object sold
32090,P335206.11.3,⸢ZI⸣-MEŠ,nupšāti[person]N,N,"['𒍣', '𒈨𒌍']",𒍣𒈨𒌍,⸢ZI⸣-MEŠ,"['damaged', 'complete']",0.25,nupšāti,napištu,person,,,P335206,11,3,object sold
32091,P335206.11.4,ARAD-MEŠ-ni,urdāni[servant]N,N,"['𒀴', '𒈨𒌍', '𒉌']",𒀴𒈨𒌍𒉌,ARAD-MEŠ-ni,"['complete', 'complete', 'complete']",0.0,urdāni,ardu,servant,,,P335206,11,4,object sold
32092,P335206.12.1,[ša,ša[of]DET,DET,['𒊭'],𒊭,[ša],['missing'],1.0,ša,ša,of,,,P335206,12,1,object sold
32093,P335206.12.2,LU₂]-⸢MEŠ⸣,amēlē[man]N,N,"['𒇽', '𒈨𒌍']",𒇽𒈨𒌍,[LU₂]-⸢MEŠ⸣,"['missing', 'damaged']",0.75,amēlē,awīlu,man,,,P335206,12,2,object sold
32094,P335206.12.3,an-nu-ti,annūti[this]DP,DP,"['𒀭', '𒉡', '𒋾']",𒀭𒉡𒋾,an-nu-ti,"['complete', 'complete', 'complete']",0.0,annūti,annû,this,,,P335206,12,3,object sold
32095,P335206.13.1,[u₂]-⸢piš⸣-ma,uppišma[contract]V,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,[u₂]-⸢piš⸣-ma,"['missing', 'damaged', 'complete']",0.5,uppišma,epēšu,contract,,,P335206,13,1,initiation of transaction
32096,P335206.13.2,{1}ur-du,Urdu[1]PN,PN,"['𒁹', '𒌨', '𒁺']",𒁹𒌨𒁺,{1}ur-du,"['complete', 'complete', 'complete']",0.0,Urdu,Urdu,1,PN,,P335206,13,2,initiation of transaction
32097,P335206.14.1,[TA@v,issu[from+=from]PRP,PRP,['𒋬'],𒋬,[TA@v],['missing'],1.0,issu,ištu,from,,,P335206,14,1,completion of transaction
32098,P335206.14.2,IGI],pān[front]N,N,['𒅆'],𒅆,[IGI],['missing'],1.0,pān,pānu,front,,,P335206,14,2,completion of transaction
32099,P335206.14.3,⸢LU₂⸣-MEŠ,amēlē[man]N,N,"['𒇽', '𒈨𒌍']",𒇽𒈨𒌍,⸢LU₂⸣-MEŠ,"['damaged', 'complete']",0.25,amēlē,awīlu,man,,,P335206,14,3,completion of transaction
32100,P335206.14.4,an-nu-ti,annūti[this]DP,DP,"['𒀭', '𒉡', '𒋾']",𒀭𒉡𒋾,an-nu-ti,"['complete', 'complete', 'complete']",0.0,annūti,annû,this,,,P335206,14,4,completion of transaction
32101,P335206.15.1,[ina,ina[in+=for]PRP,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,,P335206,15,1,price
32102,P335206.15.2,ŠA₃-bi,libbi[interior]N,N,"['𒊮', '𒁉']",𒊮𒁉,[ŠA₃-bi],"['missing', 'missing']",1.0,libbi,libbu,interior,,,P335206,15,2,price
32103,P335206.15.3,01,n,n,['𒁹'],𒁹,[01],['missing'],1.0,,,,NUMBER,,P335206,15,3,price
32104,P335206.15.4,me,mē[hundred]NU,NU,['𒈨'],𒈨,me,['complete'],0.0,mē,meʾatu,(one) hundred,,,P335206,15,4,price
32105,P335206.15.5,80,n,n,['𒐕𒌋𒌋'],𒐕𒌋𒌋,80,['complete'],0.0,,,,NUMBER,,P335206,15,5,price
32106,P335206.15.6,URUDU-MEŠ,erî[copper]N,N,"['𒍏', '𒈨𒌍']",𒍏𒈨𒌍,URUDU-MEŠ,"['complete', 'complete']",0.0,erî,erû,copper,,,P335206,15,6,price
32107,P335206.15.7,TI-⸢qi⸣,ilaqqi[purchase]V,V,"['𒋾', '𒆥']",𒋾𒆥,TI-⸢qi⸣,"['complete', 'damaged']",0.25,ilaqqi,leqû,purchase,,,P335206,15,7,completion of transaction
32108,P335206.16.1,[kas-pu],kaspu[money]N,N,"['𒆜', '𒁍']",𒆜𒁍,[kas-pu],"['missing', 'missing']",1.0,kaspu,kaspu,money,,,P335206,16,1,confirmation of transfer 1
32109,P335206.16.2,gam-mur,gammur[completed]AJ,AJ,"['𒃵', '𒄯']",𒃵𒄯,gam-mur,"['complete', 'complete']",0.0,gammur,gammuru,completed,,,P335206,16,2,confirmation of transfer 1
32110,P335206.16.3,ta-ad-din,taddin[paid]AJ,AJ,"['𒋫', '𒀜', '𒁷']",𒋫𒀜𒁷,ta-ad-din,"['complete', 'complete', 'complete']",0.0,taddin,tadnu,paid,,,P335206,16,3,confirmation of transfer 1
32111,P335206.17.1,[UN-MEŠ],nišē[people]N,N,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,[UN-MEŠ],"['missing', 'missing']",1.0,nišē,nišu,people,,,P335206,17,1,confirmation of transfer 2
32112,P335206.17.2,za-ar₂-pu,zarpu[purchased]AJ,AJ,"['𒍝', '𒌒', '𒁍']",𒍝𒌒𒁍,za-ar₂-pu,"['complete', 'complete', 'complete']",0.0,zarpu,zarpu,purchased,,,P335206,17,2,confirmation of transfer 2
32113,P335206.17.3,laq-qi-u,laqqiu[acquired]AJ,AJ,"['𒋃', '𒆥', '𒌋']",𒋃𒆥𒌋,laq-qi-u,"['complete', 'complete', 'complete']",0.0,laqqiu,leqû,acquired,,,P335206,17,3,confirmation of transfer 2
32114,P335206.18.1,[tu-a]-⸢ru⸣,tuāru[revocation]'N,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,[tu-a]-⸢ru⸣,"['missing', 'missing', 'damaged']",0.83,tuāru,târu,revocation,,,P335206,18,1,exclusion of litigation
32115,P335206.18.2,DUG₄.DUG₄,dabābu[litigation]'N,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,dabābu,dabābu,litigation,,,P335206,18,2,exclusion of litigation
32116,P335206.18.3,la-aš₂-šu₂,laššu[(there) is not]V,V,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,la-aš₂-šu₂,"['complete', 'complete', 'complete']",0.0,laššu,laššu,(there) is not,,,P335206,18,3,exclusion of litigation
32117,P335206.19.1,[man-nu,mannu[whoever]'XP,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,[man-nu],"['missing', 'missing']",1.0,mannu,mannu,whoever,,,P335206,19,1,penalties for litigation: contravention
32118,P335206.19.2,ša₂,ša[that]REL,REL,['𒃻'],𒃻,[ša₂],['missing'],1.0,ša,ša,that,,,P335206,19,2,penalties for litigation: contravention
32119,P335206.19.3,ina],ina[in+=in the future]PRP,PRP,['𒀸'],𒀸,[ina],['missing'],1.0,ina,ina,in,,,P335206,19,3,penalties for litigation: contravention
32120,P335206.19.4,ur-kiš,urkiš[later]AV,AV,"['𒌨', '𒆧']",𒌨𒆧,ur-kiš,"['complete', 'complete']",0.0,urkiš,urkiš,later,,,P335206,19,4,penalties for litigation: contravention
32121,P335206.19.5,i-zaq-qup-an-ni,izaqqupanni[complain]V,V,"['𒄿', '𒍠', '𒁺', '𒀭', '𒉌']",𒄿𒍠𒁺𒀭𒉌,i-zaq-qup-an-ni,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,izaqqupanni,zaqāpu,complain,,,P335206,19,5,penalties for litigation: contravention
32122,P335206.20.1,[de]-e-nu,dēnu[lawsuit]N,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,[de]-e-nu,"['missing', 'complete', 'complete']",0.33,dēnu,dīnu,lawsuit,,,P335206,20,1,penalties for litigation: contravention
32123,P335206.20.2,TA@v,issi[with]PRP,PRP,['𒋬'],𒋬,TA@v,['complete'],0.0,issi,išti,with,,,P335206,20,2,penalties for litigation: contravention
32124,P335206.20.3,{1}ur-du,Urdu[1]PN,PN,"['𒁹', '𒌨', '𒁺']",𒁹𒌨𒁺,{1}ur-du,"['complete', 'complete', 'complete']",0.0,Urdu,Urdu,1,PN,,P335206,20,3,penalties for litigation: contravention
32125,P335206.21.1,u₃,u[and]CNJ,CNJ,['𒅇'],𒅇,u₃,['complete'],0.0,u,u,and,,,P335206,21,1,penalties for litigation: contravention
32126,P335206.21.2,DUMU-MEŠ-šu₂,marʾēšu[son]N,N,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU-MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,marʾēšu,māru,son,,,P335206,21,2,penalties for litigation: contravention
32127,P335206.21.3,ub-ta-ʾu-u-ni,ubtaʾʾūni[seek]V,V,"['𒌒', '𒋫', '𒀪', '𒌋', '𒉌']",𒌒𒋫𒀪𒌋𒉌,ub-ta-ʾu-u-ni,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,ubtaʾʾūni,buʾʾû,seek,,,P335206,21,3,penalties for litigation: contravention
32128,P335206.22.1,01,n,n,['𒁹'],𒁹,01,['complete'],0.0,,,,NUMBER,,P335206,22,1,penalties for litigation: penalty
32129,P335206.22.2,MA.NA,manû[a unit of weight]N,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manû,manû,a unit of weight,,,P335206,22,2,penalties for litigation: penalty
32130,P335206.22.3,KUG.UD,ṣarpu[silver]N,N,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,ṣarpu,ṣarpu,silver,,,P335206,22,3,penalties for litigation: penalty
32131,P335206.22.4,01,n,n,['𒁹'],𒁹,01,['complete'],0.0,,,,NUMBER,,P335206,22,4,penalties for litigation: penalty
32132,P335206.22.5,MA.NA,manû[a unit of weight]N,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manû,manû,a unit of weight,,,P335206,22,5,penalties for litigation: penalty
32133,P335206.22.6,[KUG.GI],hurāṣu[gold]N,N,"['𒆬', '𒄀']",𒆬𒄀,[KUG].[GI],"['missing', 'missing']",1.0,hurāṣu,hurāṣu,gold,,,P335206,22,6,penalties for litigation: penalty
32134,P335206.23.1,ina,ina[in]PRP,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,,P335206,23,1,penalties for litigation: penalty
32135,P335206.23.2,bur-ki,burki[lap]N,N,"['𒁓', '𒆠']",𒁓𒆠,bur-ki,"['complete', 'complete']",0.0,burki,burku,lap,,,P335206,23,2,penalties for litigation: penalty
32136,P335206.23.3,ša₂,ša[of]DET,DET,['𒃻'],𒃻,ša₂,['complete'],0.0,ša,ša,of,,,P335206,23,3,penalties for litigation: penalty
32137,P335206.23.4,⸢x⸣+[x,u,u,"['x', 'x']",xx,⸢x⸣+[x],"['damaged', 'missing']",0.75,,,,,,P335206,23,4,penalties for litigation: penalty
32138,P335206.23.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335206,23,5,penalties for litigation: penalty
32139,P335206.23.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335206,23,6,penalties for litigation: penalty
32140,P335206.23.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335206,23,7,penalties for litigation: penalty
32141,P335206.23.8,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335206,23,8,penalties for litigation: penalty
32142,P335206.24.1,kas-pu,kaspu[money]N,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,,,P335206,24,1,penalties for litigation: penalty
32143,P335206.24.2,a-[na,ana[to+=tenfold]PRP,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-[na],"['complete', 'missing']",0.5,ana,ana,to,,,P335206,24,2,penalties for litigation: penalty
