Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
31224,P335161.3.1,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335161,3,1,none
31225,P335161.3.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335161,3,2,none
31226,P335161.3.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335161,3,3,none
31227,P335161.3.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335161,3,4,none
31228,P335161.3.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335161,3,5,none
31229,P335161.3.6,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335161,3,6,none
31230,P335161.3.7,⸢x⸣,u,u,['x'],x,⸢x⸣,['damaged'],0.5,,,,,,P335161,3,7,none
31231,P335161.3.8,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335161,3,8,none
31232,P335161.3.9,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335161,3,9,none
31233,P335161.3.10,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335161,3,10,none
31234,P335161.3.11,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335161,3,11,none
31235,P335161.3.12,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335161,3,12,none
31236,P335161.8.1,{[mi₂}x,u,u,"['𒊩', 'x']",𒊩x,{[MI₂]}[x],"['missing', 'missing']",1.0,,,,,,P335161,8,1,object sold
31237,P335161.8.2,x]-⸢ma⸣-li,u,u,"['x', '𒈠', '𒇷']",x𒈠𒇷,[x]-⸢ma⸣-li,"['missing', 'damaged', 'complete']",0.5,,,,,,P335161,8,2,object sold
31238,P335161.8.3,GEME₂-šu₂,amtīšu[maid]N,N,"['𒊩𒆳', '𒋙']",𒊩𒆳𒋙,GEME₂-šu₂,"['complete', 'complete']",0.0,amtīšu,amtu,maid,,,P335161,8,3,object sold
31239,P335161.9.1,[u₂-piš]-ma,uppišma[contract]V,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,[u₂-piš]-ma,"['missing', 'missing', 'complete']",0.67,uppišma,epēšu,contract,,,P335161,9,1,initiation of transaction
31240,P335161.9.2,{1}NINA{ki}a.a,Ninuaya[1]PN,PN,"['𒁹', '𒀏', '𒆠', '𒀀', '𒀀']",𒁹𒀏𒆠𒀀𒀀,{1}NINA{KI}a.a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Ninuaya,Ninuayu,1,PN,,P335161,9,2,initiation of transaction
31241,P335161.10.1,{⸢lu₂⸣}SAG,ša-rēši[eunuch]N,N,"['𒇽', '𒊕']",𒇽𒊕,{⸢LU₂⸣}SAG,"['damaged', 'complete']",0.25,ša-rēši,ša-rēši,eunuch,,,P335161,10,1,initiation of transaction
31242,P335161.10.2,LUGAL,šarri[king]N,N,['𒈗'],𒈗,LUGAL,['complete'],0.0,šarri,šarru,king,,,P335161,10,2,initiation of transaction
31243,P335161.10.3,ina,ina[in+=for]PRP,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,,P335161,10,3,price
31244,P335161.10.4,ŠA₃-bi,libbi[interior]N,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,libbi,libbu,interior,,,P335161,10,4,price
31245,P335161.10.5,35,n,n,['𒌍𒐊'],𒌍𒐊,35,['complete'],0.0,,,,NUMBER,,P335161,10,5,price
31246,P335161.10.6,GIN₂-MEŠ,šiqlī[a unit of weight]N,N,"['𒂆', '𒈨𒌍']",𒂆𒈨𒌍,GIN₂-MEŠ,"['complete', 'complete']",0.0,šiqlī,šiqlu,a unit of weight,,,P335161,10,6,price
31247,P335161.11.1,[KUG].UD,ṣarpi[silver]N,N,"['𒆬', '𒌓']",𒆬𒌓,[KUG].UD,"['missing', 'complete']",0.5,ṣarpi,ṣarpu,silver,,,P335161,11,1,price
31248,P335161.11.2,TA@v,issu[from+=from]PRP,PRP,['𒋬'],𒋬,TA@v,['complete'],0.0,issu,ištu,from,,,P335161,11,2,completion of transaction
31249,P335161.11.3,IGI,pān[front]N,N,['𒅆'],𒅆,IGI,['complete'],0.0,pān,pānu,front,,,P335161,11,3,completion of transaction
31250,P335161.11.4,{1}ia-a-ma-ni,Yamani[1]PN$,PN,"['𒁹', '𒅀', '𒀀', '𒈠', '𒉌']",𒁹𒅀𒀀𒈠𒉌,{1}ia-a-ma-ni,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Yamani,Yamani,1,PN,,P335161,11,4,completion of transaction
31251,P335161.11.5,il-qi,ilqi[purchase]V,V,"['𒅋', '𒆥']",𒅋𒆥,il-qi,"['complete', 'complete']",0.0,ilqi,leqû,purchase,,,P335161,11,5,completion of transaction
31252,P335161.12.1,kas-pu,kaspu[money]N,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,,,P335161,12,1,confirmation of transfer 1
31253,P335161.12.2,ga-mur,gammur[completed]AJ,AJ,"['𒂵', '𒄯']",𒂵𒄯,ga-mur,"['complete', 'complete']",0.0,gammur,gammuru,completed,,,P335161,12,2,confirmation of transfer 1
