Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
9465,P335255.2.1,{⸢na₄⸣}KIŠIB,kunukku[seal]N,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{⸢NA₄⸣}KIŠIB,"['damaged', 'complete']",0.25,kunukku,kunukku,seal,,,P335255,2,1,seal identification
9466,P335255.2.2,{1}{d}IM—⸢PAB⸣—[AŠ],Adad-ahu-iddina[1]PN$,PN,"['𒁹', '𒀭', '𒅎', '𒉽', '𒀸']",𒁹𒀭𒅎𒉽𒀸,{1}{d}IM-⸢PAB⸣-[AŠ],"['complete', 'complete', 'complete', 'damaged', 'missing']",0.3,Adad-ahu-iddina,Adad-ahu-iddina,1,PN,,P335255,2,2,seal identification
9467,P335255.3.1,[EN],bēl[owner]N,N,['𒂗'],𒂗,[EN],['missing'],1.0,bēl,bēlu,owner,,,P335255,3,1,seal identification
9468,P335255.3.2,⸢UN-MEŠ⸣,nišē[people]N,N,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,⸢UN-MEŠ⸣,"['damaged', 'damaged']",0.5,nišē,nišu,people,,,P335255,3,2,seal identification
9469,P335255.3.3,SUM-⸢ni⸣,tadāni[giving]'N,V,"['𒋧', '𒉌']",𒋧𒉌,SUM-⸢ni⸣,"['complete', 'damaged']",0.25,tadāni,tadānu,giving,,,P335255,3,3,seal identification
9470,P335255.7.1,{1}{⸢d⸣}[U].GUR—⸢KAL⸣-an,Nergal-dan[1]PN$,PN,"['𒁹', '𒀭', '𒌋', '𒄥', '𒆗', '𒀭']",𒁹𒀭𒌋𒄥𒆗𒀭,{[1]}{⸢d⸣}[U].GUR-⸢KAL⸣-an,"['missing', 'damaged', 'missing', 'complete', 'damaged', 'complete']",0.5,Nergal-dan,Nergal-dan,1,PN,,P335255,7,1,object sold
9471,P335255.7.2,{mi₂}15—x⸣+[x,u,u,"['𒊩', '15', 'x', 'x']",𒊩15xx,{MI₂}⸢15-x⸣+[x],"['complete', 'damaged', 'damaged', 'missing']",0.5,,,,,,P335255,7,2,object sold
9472,P335255.7.3,MI₂-šu₂],issušu[woman]N,N,"['𒊩', '𒋙']",𒊩𒋙,[MI₂-šu₂],"['missing', 'missing']",1.0,issušu,sinništu,woman,,,P335255,7,3,object sold
9473,P335255.8.1,{⸢mi₂⸣}mar-ti-i,Marti[1]PN$,PN,"['𒊩', '𒈥', '𒋾', '𒄿']",𒊩𒈥𒋾𒄿,{⸢MI₂⸣}mar-ti-i,"['damaged', 'complete', 'complete', 'complete']",0.12,Marti,Marti,1,PN,,P335255,8,1,object sold
9474,P335255.8.2,ma-ar₂-a-⸢sa⸣,mārtu[daughter]N$marʾassa,N,"['𒈠', '𒌒', '𒀀', '𒊓']",𒈠𒌒𒀀𒊓,ma-ar₂-a-⸢sa⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,marʾassa,mārtu,daughter,,,P335255,8,2,object sold
9475,P335255.9.1,03,n,n,['𒐈'],𒐈,03,['complete'],0.0,,,,NUMBER,,P335255,9,1,object sold
9476,P335255.9.2,ru-u-⸢ṭu⸣,rūṭu[a unit of length]N,N,"['𒊒', '𒌋', '𒂅']",𒊒𒌋𒂅,ru-u-⸢ṭu⸣,"['complete', 'complete', 'damaged']",0.17,rūṭu,rūṭu,a unit of length,,,P335255,9,2,object sold
