Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
25371,P335240.2.1,{[na₄}KIŠIB,kunukku[seal]N,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,kunukku,kunukku,seal,,,P335240,2,1,seal identification
25372,P335240.2.2,{1}x,u,u,"['𒁹', 'x']",𒁹x,{[1]}[x],"['missing', 'missing']",1.0,,,,,,P335240,2,2,seal identification
25373,P335240.2.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,2,3,seal identification
25374,P335240.2.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,2,4,seal identification
25375,P335240.2.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,2,5,seal identification
25376,P335240.2.6,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,2,6,seal identification
25377,P335240.3.1,⸢EN⸣,bēl[owner]N,N,['𒂗'],𒂗,⸢EN⸣,['damaged'],0.5,bēl,bēlu,owner,,,P335240,3,1,seal identification
25378,P335240.3.2,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,3,2,seal identification
25379,P335240.3.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,3,3,seal identification
25380,P335240.3.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,3,4,seal identification
25381,P335240.3.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,3,5,seal identification
25382,P335240.3.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,3,6,seal identification
25383,P335240.3.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,3,7,seal identification
25384,P335240.3.8,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,3,8,seal identification
25385,P335240.7.1,{mi₂}la—ṣa-hi-⸢i⸣-[ti,La-ṣahittu[1]PN$La-ṣahitti,PN,"['𒊩', '𒆷', '𒍝', '𒄭', '𒄿', '𒋾']",𒊩𒆷𒍝𒄭𒄿𒋾,{MI₂}la-ṣa-hi-⸢i⸣-[ti],"['complete', 'complete', 'complete', 'complete', 'damaged', 'missing']",0.25,La-ṣahitti,La-ṣahittu,1,PN,,P335240,7,1,object sold
25386,P335240.7.2,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,7,2,object sold
25387,P335240.7.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,7,3,object sold
25388,P335240.7.4,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,7,4,object sold
25389,P335240.8.1,ša,ša[of]DET,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,,,P335240,8,1,object sold
25390,P335240.8.2,{1}im-[x,u,u,"['𒁹', '𒅎', 'x']",𒁹𒅎x,{1}im-[x],"['complete', 'complete', 'missing']",0.33,,,,,,P335240,8,2,object sold
25391,P335240.8.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,8,3,object sold
25392,P335240.8.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,8,4,object sold
25393,P335240.8.5,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,8,5,object sold
25394,P335240.9.1,u₂-piš-ma,uppišma[contract]V,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,uppišma,epēšu,contract,,,P335240,9,1,initiation of transaction
25395,P335240.9.2,{1}[x,u,u,"['𒁹', 'x']",𒁹x,{1}[x],"['complete', 'missing']",0.5,,,,,,P335240,9,2,initiation of transaction
25396,P335240.9.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,9,3,initiation of transaction
25397,P335240.9.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,9,4,initiation of transaction
25398,P335240.9.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,9,5,initiation of transaction
25399,P335240.9.6,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,9,6,initiation of transaction
25400,P335240.10.1,ina,ina[in+=for]PRP,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,,P335240,10,1,price
25401,P335240.10.2,ŠA₃-bi,libbi[interior]N,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,libbi,libbu,interior,,,P335240,10,2,price
25402,P335240.10.3,05,n,n,['𒐊'],𒐊,05,['complete'],0.0,,,,NUMBER,,P335240,10,3,price
25403,P335240.10.4,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,10,4,price
25404,P335240.10.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,10,5,price
25405,P335240.10.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,10,6,price
25406,P335240.10.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,10,7,price
25407,P335240.10.8,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,10,8,price
25408,P335240.11.1,il-qi₂,ilqi[purchase]V,V,"['𒅋', '𒆠']",𒅋𒆠,il-qi₂,"['complete', 'complete']",0.0,ilqi,leqû,purchase,,,P335240,11,1,completion of transaction
25409,P335240.11.2,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,11,2,none
25410,P335240.11.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,11,3,none
25411,P335240.11.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,11,4,none
25412,P335240.11.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,11,5,none
25413,P335240.11.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,11,6,none
25414,P335240.11.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,11,7,none
25415,P335240.11.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,11,8,none
25416,P335240.11.9,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,11,9,none
25417,P335240.13.1,man-nu,mannu[whoever]'XP,QP,"['𒌋𒌋', '𒉡']",𒌋𒌋𒉡,man-nu,"['complete', 'complete']",0.0,mannu,mannu,whoever,,,P335240,13,1,penalties for litigation: contravention
25418,P335240.13.2,ša₂,ša[that]REL,REL,['𒃻'],𒃻,ša₂,['complete'],0.0,ša,ša,that,,,P335240,13,2,penalties for litigation: contravention
25419,P335240.13.3,⸢ina⸣,ina[in+=in the future]PRP,PRP,['𒀸'],𒀸,⸢ina⸣,['damaged'],0.5,ina,ina,in,,,P335240,13,3,penalties for litigation: contravention
25420,P335240.13.4,[ur-kiš,urkiš[later]AV,AV,"['𒌨', '𒆧']",𒌨𒆧,[ur-kiš],"['missing', 'missing']",1.0,urkiš,urkiš,later,,,P335240,13,4,penalties for litigation: contravention
25421,P335240.13.5,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,13,5,penalties for litigation: contravention
25422,P335240.13.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,13,6,penalties for litigation: contravention
25423,P335240.13.7,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,13,7,penalties for litigation: contravention
25424,P335240.13.8,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,13,8,penalties for litigation: contravention
25425,P335240.13.9,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335240,13,9,penalties for litigation: contravention
25426,P335240.14.1,i-za-qu-[pa-ni],izaqqupāni[complain]V,V,"['𒄿', '𒍝', '𒄣', '𒉺', '𒉌']",𒄿𒍝𒄣𒉺𒉌,i-za-qu-[pa-ni],"['complete', 'complete', 'complete', 'missing', 'missing']",0.4,izaqqupāni,zaqāpu,complain,,,P335240,14,1,penalties for litigation: contravention
25427,P335240.15.1,GIL-[u-ni],iparrakūni[contravene]V,V,"['𒄃', '𒌋', '𒉌']",𒄃𒌋𒉌,GIL-[u-ni],"['complete', 'missing', 'missing']",0.67,iparrakūni,parāku,contravene,,,P335240,15,1,penalties for litigation: contravention
25428,P335240.16.1,01,n,n,['𒁹'],𒁹,01,['complete'],0.0,,,,NUMBER,,P335240,16,1,penalties for litigation: penalty
25429,P335240.16.2,MA.NA,manû[a unit of weight]N,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manû,manû,a unit of weight,,,P335240,16,2,penalties for litigation: penalty
