Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
13860,P337156.2.1,{na₄}KIŠIB,kunukku[seal]N,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunukku,kunukku,seal,,,P337156,2,1,seal identification
13861,P337156.2.2,{1}TE-a.a,Sukkaya[1]PN,PN,"['𒁹', '𒋼', '𒀀', '𒀀']",𒁹𒋼𒀀𒀀,{1}TE-a.a,"['complete', 'complete', 'complete', 'complete']",0.0,Sukkaya,Sukkaya,1,PN,,P337156,2,2,seal identification
13862,P337156.2.3,A,mār[son]N,N,['𒀀'],𒀀,A,['complete'],0.0,mār,māru,son,,,P337156,2,3,seal identification
13863,P337156.2.4,{1}par-nu—u-a-ri,Parnu-uarri[1]PN$,PN,"['𒁹', '𒌓', '𒉡', '𒌋', '𒀀', '𒊑']",𒁹𒌓𒉡𒌋𒀀𒊑,{1}par-nu-u-a-ri,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Parnu-uarri,Parnu-uarri,1,PN,,P337156,2,4,seal identification
13864,P337156.3.1,{lu₂}DAM.QAR,tankāru[merchant]N,N,"['𒇽', '𒁮', '𒃼']",𒇽𒁮𒃼,{LU₂}DAM.QAR,"['complete', 'complete', 'complete']",0.0,tankāru,tamkāru,merchant,,,P337156,3,1,seal identification
13865,P337156.3.2,{kur}ku-mu-ha-a-u,Kummuhaya[from Commagene]EN$Kummuhayu,EN,"['𒆳', '𒆪', '𒈬', '𒄩', '𒀀', '𒌋']",𒆳𒆪𒈬𒄩𒀀𒌋,{KUR}ku-mu-ha-a-u,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Kummuhayu,Kummuhaya,from Commagene,,,P337156,3,2,seal identification
13866,P337156.4.1,EN,bēl[owner]N,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,,,P337156,4,1,seal identification
13867,P337156.4.2,UN-MEŠ,nišē[people]N,N,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,UN-MEŠ,"['complete', 'complete']",0.0,nišē,nišu,people,,,P337156,4,2,seal identification
13868,P337156.4.3,ta-da-a-ni,tadāni[giving]'N,V,"['𒋫', '𒁕', '𒀀', '𒉌']",𒋫𒁕𒀀𒉌,ta-da-a-ni,"['complete', 'complete', 'complete', 'complete']",0.0,tadāni,tadānu,giving,,,P337156,4,3,seal identification
13869,P337156.8.1,{1}⸢i⸣-si-i,Isi[1]PN$,PN,"['𒁹', '𒄿', '𒋛', '𒄿']",𒁹𒄿𒋛𒄿,{1}⸢i⸣-si-i,"['complete', 'damaged', 'complete', 'complete']",0.12,Isi,Isi,1,PN,,P337156,8,1,object sold
13870,P337156.8.2,{mi₂}a-tar—⸢x,u,u,"['𒊩', '𒀀', '𒋻', 'x']",𒊩𒀀𒋻x,{MI₂}a-tar-⸢x⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,,,,,,P337156,8,2,object sold
