Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
10682,P335212.5.1,{1}x]-nu-lam-ši,u,u,"['𒁹', 'x', '𒉡', '𒇴', '𒅆']",𒁹x𒉡𒇴𒅆,{[1]}[x]-nu-lam-ši,"['missing', 'missing', 'complete', 'complete', 'complete']",0.4,,,,,,P335212,5,1,object sold
10683,P335212.5.2,{1}EN—nu-⸢ri⸣,Bel-nuri[1]PN,PN,"['𒁹', '𒂗', '𒉡', '𒊑']",𒁹𒂗𒉡𒊑,{1}EN-nu-⸢ri⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,Bel-nuri,Bel-nuri,1,PN,,P335212,5,2,object sold
10684,P335212.5.3,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335212,5,3,object sold
10685,P335212.5.4,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335212,5,4,object sold
10686,P335212.5.5,⸢ARAD-MEŠ⸣-[šu₂],urdānīšu[servant]N,N,"['𒀴', '𒈨𒌍', '𒋙']",𒀴𒈨𒌍𒋙,⸢ARAD-MEŠ⸣-[šu₂],"['damaged', 'damaged', 'missing']",0.67,urdānīšu,ardu,servant,,,P335212,5,5,object sold
10687,P335212.6.1,{1}{d]}UTU—SU,Šamaš-eriba[1]PN,PN,"['𒁹', '𒀭', '𒌓', '𒋢']",𒁹𒀭𒌓𒋢,{[1]}{[d]}UTU-SU,"['missing', 'missing', 'complete', 'complete']",0.5,Šamaš-eriba,Šamaš-eriba,1,PN,,P335212,6,1,object sold
10688,P335212.6.2,{mi₂}⸢bu-su-ku⸣,Busuku[1]PN$,PN,"['𒊩', '𒁍', '𒋢', '𒆪']",𒊩𒁍𒋢𒆪,{MI₂}⸢bu-su-ku⸣,"['complete', 'damaged', 'damaged', 'damaged']",0.38,Busuku,Busuku,1,PN,,P335212,6,2,object sold
10689,P335212.6.3,MI₂-šu₂,issušu[woman]N,N,"['𒊩', '𒋙']",𒊩𒋙,MI₂-šu₂,"['complete', 'complete']",0.0,issušu,sinništu,woman,,,P335212,6,3,object sold
10690,P335212.7.1,[u₂]-piš-ma,uppišma[contract]V,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,[u₂]-piš-ma,"['missing', 'complete', 'complete']",0.33,uppišma,epēšu,contract,,,P335212,7,1,initiation of transaction
10691,P335212.7.2,{1}i-si-na-a.a,Isinnayu[1]PN$Isinnaya,PN,"['𒁹', '𒄿', '𒋛', '𒈾', '𒀀', '𒀀']",𒁹𒄿𒋛𒈾𒀀𒀀,{1}i-si-na-a.a,"['complete', 'complete', 'complete', 'complete', 'complete', 'complete']",0.0,Isinnaya,Isinnayu,1,PN,,P335212,7,2,initiation of transaction
