Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
27515,P335127.2.1,{na₄}KIŠIB,kunukku[seal]N,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{NA₄}KIŠIB,"['complete', 'complete']",0.0,kunukku,kunukku,seal,,,P335127,2,1,seal identification
27516,P335127.2.2,{1}U.GUR—⸢DU₃⸣,Nergal-ibni[1]PN,PN,"['𒁹', '𒌋', '𒄥', '𒆕']",𒁹𒌋𒄥𒆕,{1}U.GUR-⸢DU₃⸣,"['complete', 'complete', 'complete', 'damaged']",0.12,Nergal-ibni,Nergal-ibni,1,PN,,P335127,2,2,seal identification
27517,P335127.3.1,{lu₂v}02-u,šaniu[deputy]'N,NU,"['𒇽', '𒈫', '𒌋']",𒇽𒈫𒌋,{LU₂~v}02-u,"['complete', 'complete', 'complete']",0.0,šaniu,šanû,deputy,,,P335127,3,1,seal identification
27518,P335127.3.2,ša,ša[of]DET,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,,,P335127,3,2,seal identification
27519,P335127.3.3,{uru}⸢x⸣-[x,u,u,"['𒌷', 'x', 'x']",𒌷xx,{URU}⸢x⸣-[x],"['complete', 'damaged', 'missing']",0.5,,,,,,P335127,3,3,seal identification
27520,P335127.3.4,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335127,3,4,seal identification
27521,P335127.3.5,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335127,3,5,seal identification
27522,P335127.4.1,EN,bēl[owner]N,N,['𒂗'],𒂗,EN,['complete'],0.0,bēl,bēlu,owner,,,P335127,4,1,seal identification
27523,P335127.4.2,LU₂,amēli[man]N,N,['𒇽'],𒇽,LU₂,['complete'],0.0,amēli,awīlu,man,,,P335127,4,2,seal identification
27524,P335127.4.3,ta-[da]-a-[ni],tadāni[giving]'N,V,"['𒋫', '𒁕', '𒀀', '𒉌']",𒋫𒁕𒀀𒉌,ta-[da]-a-[ni],"['complete', 'missing', 'complete', 'missing']",0.5,tadāni,tadānu,giving,,,P335127,4,3,seal identification
27525,P335127.7.1,{1}[bul]-luṭ-ṭu,Bulluṭu[1]PN$,PN,"['𒁹', '𒇧', '𒂁', '𒂅']",𒁹𒇧𒂁𒂅,{1}[bul]-luṭ-ṭu,"['complete', 'missing', 'complete', 'complete']",0.25,Bulluṭu,Bulluṭu,1,PN,,P335127,7,1,object sold
27526,P335127.7.2,ARAD-šu₂,urdīšu[servant]N,N,"['𒀴', '𒋙']",𒀴𒋙,ARAD-šu₂,"['complete', 'complete']",0.0,urdīšu,ardu,servant,,,P335127,7,2,object sold
27527,P335127.8.1,ša,ša[of]DET,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,,,P335127,8,1,object sold
27528,P335127.8.2,{1}U.GUR—DU₃,Nergal-ibni[1]PN,PN,"['𒁹', '𒌋', '𒄥', '𒆕']",𒁹𒌋𒄥𒆕,{1}U.GUR-DU₃,"['complete', 'complete', 'complete', 'complete']",0.0,Nergal-ibni,Nergal-ibni,1,PN,,P335127,8,2,object sold
27529,P335127.9.1,u₂-piš-ma,uppišma[contract]V,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,uppišma,epēšu,contract,,,P335127,9,1,initiation of transaction
27530,P335127.9.2,{1}ka-bar—DINGIR,Kabar-il[1]PN,PN,"['𒁹', '𒅗', '𒁇', '𒀭']",𒁹𒅗𒁇𒀭,{1}ka-bar-DINGIR,"['complete', 'complete', 'complete', 'complete']",0.0,Kabar-il,Kabar-il,1,PN,,P335127,9,2,initiation of transaction
27531,P335127.10.1,{lu₂v}qur-bu-u-ti,ša-qurbūti[(royal) confidant]N,N,"['𒇽', '𒄥', '𒁍', '𒌋', '𒋾']",𒇽𒄥𒁍𒌋𒋾,{LU₂~v}qur-bu-u-ti,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,ša-qurbūti,ša-qurbūti,(royal) confidant,,,P335127,10,1,initiation of transaction
27532,P335127.10.2,ša—GIR₃.2,ša-šēpi[(kingʾs) personal guard]N$,N,"['𒊭', '𒄊', '𒈫']",𒊭𒄊𒈫,ša-GIR₃.2,"['complete', 'complete', 'complete']",0.0,ša-šēpi,ša-šēpi,(kingʾs) personal guard,,,P335127,10,2,initiation of transaction
27533,P335127.11.1,ina,ina[in+=for]PRP,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,,P335127,11,1,price
27534,P335127.11.2,ŠA₃-bi,libbi[interior]N,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,libbi,libbu,interior,,,P335127,11,2,price
27535,P335127.11.3,01,n,n,['𒁹'],𒁹,01,['complete'],0.0,,,,NUMBER,,P335127,11,3,price
27536,P335127.11.4,MA.NA,manû[a unit of weight]N,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manû,manû,a unit of weight,,,P335127,11,4,price
