Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
1095,P335182.2.1,{[na₄}KIŠIB,kunukku[seal]N,N,"['𒉌𒌓', '𒈩']",𒉌𒌓𒈩,{[NA₄]}[KIŠIB],"['missing', 'missing']",1.0,kunukku,kunukku,seal,,,P335182,2,1,seal identification
1096,P335182.2.2,{1}{d]}⸢AG—MU⸣—[GIŠ],Nabu-šumu-lešir[1]PN$,PN,"['𒁹', '𒀭', '𒀝', '𒈬', '𒄑']",𒁹𒀭𒀝𒈬𒄑,{[1]}{[d]}⸢AG-MU⸣-[GIŠ],"['missing', 'missing', 'damaged', 'damaged', 'missing']",0.8,Nabu-šumu-lešir,Nabu-šumu-lešir,1,PN,,P335182,2,2,seal identification
1097,P335182.3.1,[EN],bēl[owner]N,N,['𒂗'],𒂗,[EN],['missing'],1.0,bēl,bēlu,owner,,,P335182,3,1,seal identification
1098,P335182.3.2,UN-MEŠ,nišē[people]N,N,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,UN-MEŠ,"['complete', 'complete']",0.0,nišē,nišu,people,,,P335182,3,2,seal identification
1099,P335182.3.3,SUM-ni,tadāni[giving]'N,V,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,tadāni,tadānu,giving,,,P335182,3,3,seal identification
1100,P335182.7.1,{1}mar-di-i,Mardi[1]PN,PN,"['𒁹', '𒈥', '𒁲', '𒄿']",𒁹𒈥𒁲𒄿,{1}mar-di-i,"['complete', 'complete', 'complete', 'complete']",0.0,Mardi,Mardi,1,PN,,P335182,7,1,object sold
1101,P335182.7.2,{lu₂}NU.GIŠ.SAR,nukaribbi[gardener]N,N,"['𒇽', '𒉡', '𒄑', '𒊬']",𒇽𒉡𒄑𒊬,{LU₂}NU.GIŠ.SAR,"['complete', 'complete', 'complete', 'complete']",0.0,nukaribbi,nukaribbu,gardener,,,P335182,7,2,object sold
1102,P335182.8.1,MI₂-šu₂,issušu[woman]N,N,"['𒊩', '𒋙']",𒊩𒋙,MI₂-šu₂,"['complete', 'complete']",0.0,issušu,sinništu,woman,,,P335182,8,1,object sold
1103,P335182.8.2,DUMU.MI₂-su,marʾussu[daughter]N,N,"['𒌉', '𒊩', '𒋢']",𒌉𒊩𒋢,DUMU.MI₂-su,"['complete', 'complete', 'complete']",0.0,marʾussu,mārtu,daughter,,,P335182,8,2,object sold
1104,P335182.8.3,PAB,gimru[total]N,N,['𒉽'],𒉽,PAB,['complete'],0.0,gimru,gimru,total,,,P335182,8,3,object sold
1105,P335182.8.4,03,n,n,['𒐈'],𒐈,03,['complete'],0.0,,,,NUMBER,,P335182,8,4,object sold
1106,P335182.8.5,ZI-MEŠ,nupšāti[person]N,N,"['𒍣', '𒈨𒌍']",𒍣𒈨𒌍,ZI-MEŠ,"['complete', 'complete']",0.0,nupšāti,napištu,person,,,P335182,8,5,object sold
1107,P335182.9.1,ARAD-MEŠ-ni,urdāni[servant]N,N,"['𒀴', '𒈨𒌍', '𒉌']",𒀴𒈨𒌍𒉌,ARAD-MEŠ-ni,"['complete', 'complete', 'complete']",0.0,urdāni,ardu,servant,,,P335182,9,1,object sold
1108,P335182.9.2,ša,ša[of]DET,DET,['𒊭'],𒊭,ša,['complete'],0.0,ša,ša,of,,,P335182,9,2,object sold
1109,P335182.9.3,{1}{d}AG—MU—GIŠ,Nabu-šumu-lešir[1]PN$,PN,"['𒁹', '𒀭', '𒀝', '𒈬', '𒄑']",𒁹𒀭𒀝𒈬𒄑,{1}{d}AG-MU-GIŠ,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Nabu-šumu-lešir,Nabu-šumu-lešir,1,PN,,P335182,9,3,object sold
1110,P335182.10.1,u₂-piš-ma,uppišma[contract]V,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,uppišma,epēšu,contract,,,P335182,10,1,initiation of transaction
1111,P335182.10.2,{1}kak-kul-la-nu,Kakkullanu[1]PN$,PN,"['𒁹', '𒆕', '𒆰', '𒆷', '𒉡']",𒁹𒆕𒆰𒆷𒉡,{1}kak-kul-la-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Kakkullanu,Kakkullanu,1,PN,,P335182,10,2,initiation of transaction
1112,P335182.10.3,{lu₂}GAL—ki-ṣir,rabû[big one]N$rab&kiṣru[knot]N$kiṣir,N,"['𒇽', '𒃲', '𒆠', '𒈲']",𒇽𒃲𒆠𒈲,{LU₂}GAL-ki-ṣir,"['complete', 'complete', 'complete', 'complete']",0.0,rab,rabû,big one,,,P335182,10,3,initiation of transaction
1114,P335182.11.1,ina,ina[in+=for]PRP,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,,P335182,11,1,price
1115,P335182.11.2,ŠA₃,libbi[interior]N,N,['𒊮'],𒊮,ŠA₃,['complete'],0.0,libbi,libbu,interior,,,P335182,11,2,price
1116,P335182.11.3,01,n,n,['𒁹'],𒁹,01,['complete'],0.0,,,,NUMBER,,P335182,11,3,price
1117,P335182.11.4,MA.NA,manû[a unit of weight]N,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manû,manû,a unit of weight,,,P335182,11,4,price
1118,P335182.11.5,KUG.UD,ṣarpi[silver]N,N,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,ṣarpi,ṣarpu,silver,,,P335182,11,5,price
1119,P335182.11.6,il-qi₂,ilqi[purchase]V,V,"['𒅋', '𒆠']",𒅋𒆠,il-qi₂,"['complete', 'complete']",0.0,ilqi,leqû,purchase,,,P335182,11,6,completion of transaction
1120,P335182.12.1,kas-pu,kaspu[money]N,N,"['𒆜', '𒁍']",𒆜𒁍,kas-pu,"['complete', 'complete']",0.0,kaspu,kaspu,money,,,P335182,12,1,confirmation of transfer 1
1121,P335182.12.2,gam-mur,gammur[completed]AJ,AJ,"['𒃵', '𒄯']",𒃵𒄯,gam-mur,"['complete', 'complete']",0.0,gammur,gammuru,completed,,,P335182,12,2,confirmation of transfer 1
1122,P335182.12.3,ta-din,tadin[paid]AJ,AJ,"['𒋫', '𒁷']",𒋫𒁷,ta-din,"['complete', 'complete']",0.0,tadin,tadnu,paid,,,P335182,12,3,confirmation of transfer 1
1123,P335182.12.4,UN-MEŠ,nišē[people]N,N,"['𒌦', '𒈨𒌍']",𒌦𒈨𒌍,UN-MEŠ,"['complete', 'complete']",0.0,nišē,nišu,people,,,P335182,12,4,confirmation of transfer 2
1124,P335182.12.5,šu₂-a-te,šuāte[that]'DP,IP,"['𒋙', '𒀀', '𒋼']",𒋙𒀀𒋼,šu₂-a-te,"['complete', 'complete', 'complete']",0.0,šuāte,šuāti,that,,,P335182,12,5,confirmation of transfer 2
1125,P335182.13.1,zar₄-pu,zarpu[purchased]AJ,AJ,"['𒆰', '𒁍']",𒆰𒁍,zar₄-pu,"['complete', 'complete']",0.0,zarpu,zarpu,purchased,,,P335182,13,1,confirmation of transfer 2
1126,P335182.13.2,TI-u,laqiu[acquired]AJ,AJ,"['𒋾', '𒌋']",𒋾𒌋,TI-u,"['complete', 'complete']",0.0,laqiu,leqû,acquired,,,P335182,13,2,confirmation of transfer 2
1127,P335182.13.3,tu-a-ru,tuāru[revocation]'N,V,"['𒌅', '𒀀', '𒊒']",𒌅𒀀𒊒,tu-a-ru,"['complete', 'complete', 'complete']",0.0,tuāru,târu,revocation,,,P335182,13,3,exclusion of litigation
1128,P335182.13.4,de-e-nu,dēnu[lawsuit]N,N,"['𒁲', '𒂊', '𒉡']",𒁲𒂊𒉡,de-e-nu,"['complete', 'complete', 'complete']",0.0,dēnu,dīnu,lawsuit,,,P335182,13,4,exclusion of litigation
1129,P335182.14.1,DUG₄.DUG₄,dabābu[litigation]'N,V,"['𒅗', '𒅗']",𒅗𒅗,DUG₄.DUG₄,"['complete', 'complete']",0.0,dabābu,dabābu,litigation,,,P335182,14,1,exclusion of litigation
1130,P335182.14.2,la-aš₂-šu₂,laššu[(there) is not]V,V,"['𒆷', '𒀾', '𒋙']",𒆷𒀾𒋙,la-aš₂-šu₂,"['complete', 'complete', 'complete']",0.0,laššu,laššu,(there) is not,,,P335182,14,2,exclusion of litigation
