Unnamed: 0,ref,frag,inst,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,mask,lang,text,line,word,annotation
13329,P335254.5.1,{mi₂}a-bi—da-⸢la⸣,Abi-dala[1]PN$,PN,"['𒊩', '𒀀', '𒁉', '𒁕', '𒆷']",𒊩𒀀𒁉𒁕𒆷,{MI₂}a-bi-da-⸢la⸣,"['complete', 'complete', 'complete', 'complete', 'damaged']",0.1,Abi-dala,Abi-dala,1,PN,,P335254,5,1,object sold
13330,P335254.5.2,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335254,5,2,object sold
13331,P335254.5.3,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335254,5,3,object sold
13332,P335254.5.4,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335254,5,4,object sold
13333,P335254.6.1,u₂-piš-ma,uppišma[contract]V,V,"['𒌑', '𒄫', '𒈠']",𒌑𒄫𒈠,u₂-piš-ma,"['complete', 'complete', 'complete']",0.0,uppišma,epēšu,contract,,,P335254,6,1,initiation of transaction
13334,P335254.6.2,{1}kak-kul-la-nu,Kakkullanu[1]PN$,PN,"['𒁹', '𒆕', '𒆰', '𒆷', '𒉡']",𒁹𒆕𒆰𒆷𒉡,{1}kak-kul-la-nu,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Kakkullanu,Kakkullanu,1,PN,,P335254,6,2,initiation of transaction
13335,P335254.7.1,ina,ina[in+=for]PRP,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,in,,,P335254,7,1,price
13336,P335254.7.2,ŠA₃-bi,libbi[interior]N,N,"['𒊮', '𒁉']",𒊮𒁉,ŠA₃-bi,"['complete', 'complete']",0.0,libbi,libbu,interior,,,P335254,7,2,price
13337,P335254.7.3,1/2,n,n,['𒈦'],𒈦,1/2,['complete'],0.0,,,,NUMBER,,P335254,7,3,price
13338,P335254.7.4,MA.NA,manû[a unit of weight]N,N,"['𒈠', '𒈾']",𒈠𒈾,MA.NA,"['complete', 'complete']",0.0,manû,manû,a unit of weight,,,P335254,7,4,price
13339,P335254.7.5,KUG.UD,ṣarpi[silver]N,N,"['𒆬', '𒌓']",𒆬𒌓,KUG.UD,"['complete', 'complete']",0.0,ṣarpi,ṣarpu,silver,,,P335254,7,5,price
13340,P335254.8.1,a-na,ana[to]PRP,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,to,,,P335254,8,1,completion of transaction
13341,P335254.8.2,{1}{iti}KIN-a.a,Ululaya[1]PN,PN,"['𒁹', '𒌗', '𒆥', '𒀀', '𒀀']",𒁹𒌗𒆥𒀀𒀀,{1}{ITI}KIN-a.a,"['complete', 'complete', 'complete', 'complete', 'complete']",0.0,Ululaya,Ululayu,1,PN,,P335254,8,2,completion of transaction
13342,P335254.8.3,{lu₂}ARAD-šu₂,urdīšu[servant]N,N,"['𒇽', '𒀴', '𒋙']",𒇽𒀴𒋙,{LU₂}ARAD-šu₂,"['complete', 'complete', 'complete']",0.0,urdīšu,ardu,servant,,,P335254,8,3,completion of transaction
13343,P335254.9.1,a-na,ana[to]PRP,PRP,"['𒀀', '𒈾']",𒀀𒈾,a-na,"['complete', 'complete']",0.0,ana,ana,to,,,P335254,9,1,completion of transaction
13344,P335254.9.2,MI₂-u-te,sinnišūtu[(rôle of female)//wifehood]N$issūte,N,"['𒊩', '𒌋', '𒋼']",𒊩𒌋𒋼,MI₂-u-te,"['complete', 'complete', 'complete']",0.0,issūte,sinnišūtu,wifehood,,,P335254,9,2,completion of transaction
13345,P335254.9.3,TA,issu[from+=from]PRP,PRP,['𒋫'],𒋫,TA,['complete'],0.0,issu,ištu,from,,,P335254,9,3,completion of transaction
13346,P335254.9.4,IGI,pān[front]N,N,['𒅆'],𒅆,IGI,['complete'],0.0,pān,pānu,front,,,P335254,9,4,completion of transaction
13347,P335254.9.5,{1}TE-a.a,Sukkaya[1]PN,PN,"['𒁹', '𒋼', '𒀀', '𒀀']",𒁹𒋼𒀀𒀀,{1}TE-a.a,"['complete', 'complete', 'complete', 'complete']",0.0,Sukkaya,Sukkaya,1,PN,,P335254,9,5,completion of transaction
13348,P335254.10.1,TA,issu[from+=from]PRP,PRP,['𒋫'],𒋫,TA,['complete'],0.0,issu,ištu,from,,,P335254,10,1,completion of transaction
13349,P335254.10.2,IGI,pān[front]N,N,['𒅆'],𒅆,IGI,['complete'],0.0,pān,pānu,front,,,P335254,10,2,completion of transaction
13350,P335254.10.3,02,n,n,['𒈫'],𒈫,02,['complete'],0.0,,,,NUMBER,,P335254,10,3,completion of transaction
13351,P335254.10.4,DUMU-MEŠ-šu₂,marʾēšu[son]N,N,"['𒌉', '𒈨𒌍', '𒋙']",𒌉𒈨𒌍𒋙,DUMU-MEŠ-šu₂,"['complete', 'complete', 'complete']",0.0,marʾēšu,māru,son,,,P335254,10,4,completion of transaction
13352,P335254.10.5,il-qi,ilqi[purchase]V,V,"['𒅋', '𒆥']",𒅋𒆥,il-qi,"['complete', 'complete']",0.0,ilqi,leqû,purchase,,,P335254,10,5,completion of transaction
13353,P335254.11.1,[kas-pu,kaspu[money]N,N,"['𒆜', '𒁍']",𒆜𒁍,[kas-pu],"['missing', 'missing']",1.0,kaspu,kaspu,money,,,P335254,11,1,confirmation of transfer 1
13354,P335254.11.2,gam-mur],gammur[completed]AJ,AJ,"['𒃵', '𒄯']",𒃵𒄯,[gam-mur],"['missing', 'missing']",1.0,gammur,gammuru,completed,,,P335254,11,2,confirmation of transfer 1
13355,P335254.11.3,SUM-ni,tadni[paid]AJ,AJ,"['𒋧', '𒉌']",𒋧𒉌,SUM-ni,"['complete', 'complete']",0.0,tadni,tadnu,paid,,,P335254,11,3,confirmation of transfer 1
13356,P335254.11.4,MI₂,issu[woman]N,N,['𒊩'],𒊩,MI₂,['complete'],0.0,issu,sinništu,woman,,,P335254,11,4,confirmation of transfer 2
13357,P335254.11.5,[x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335254,11,5,confirmation of transfer 2
13358,P335254.11.6,x,u,u,['x'],x,[x],['missing'],1.0,,,,,,P335254,11,6,confirmation of transfer 2
13359,P335254.11.7,x],u,u,['x'],x,[x],['missing'],1.0,,,,,,P335254,11,7,confirmation of transfer 2
