Unnamed: 0,ref,inst,frag,mask,pos,unicode,unicode_word,reading,break,break_perc,norm,cf,sense,text,line,word,annotation
5255,P224517.3.1,u,[x,,u,['X'],X,[x],['missing'],1.0,,,,P224517,3,1,none
5256,P224517.3.2,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224517,3,2,none
5257,P224517.3.3,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224517,3,3,none
5258,P224517.3.4,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224517,3,4,none
5259,P224517.3.5,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224517,3,5,none
5260,P224517.3.6,u,x,,u,['X'],X,[x],['missing'],1.0,,,,P224517,3,6,none
5261,P224517.3.7,išakkan[place]V,GAR]-an,,V,"['𒃻', '𒀭']",𒃻𒀭,[GAR]-an,"['missing', 'complete']",0.5,išakkan,šakānu,place,P224517,3,7,penalties for litigation: penalty
5262,P224517.5.1,n,03,NUMBER,n,['0₃'],0₃,03,['complete'],0.0,,,,P224517,5,1,penalties for litigation: penalty
5263,P224517.5.2,sissû[horse]N,{anše}KUR.RA,,N,"['𒀲', '𒆳', '𒊏']",𒀲𒆳𒊏,{ANŠE}KUR.RA,"['complete', 'complete', 'complete']",0.0,sissû,sisû,horse,P224517,5,2,penalties for litigation: penalty
5264,P224517.5.3,+peṣû[white//white]AJ'AJ$paṣie,BABBAR-⸢e⸣,,AJ,"['𒌓', '𒂊']",𒌓𒂊,BABBAR-⸢e⸣,"['complete', 'damaged']",0.25,paṣie,peṣû,white,P224517,5,3,penalties for litigation: penalty
5265,P224517.5.4,ina[at]PRP,ina,,PRP,['𒀸'],𒀸,ina,['complete'],0.0,ina,ina,at,P224517,5,4,penalties for litigation: penalty
5266,P224517.5.5,šēpi[foot]N,GIR₃,,N,['𒄊'],𒄊,GIR₃,['complete'],0.0,šēpi,šēpu,foot,P224517,5,5,penalties for litigation: penalty
5267,P224517.5.6,Aššur[1]DN,aš-šur,DN,DN,"['𒀸', '𒋩']",𒀸𒋩,aš-šur,"['complete', 'complete']",0.0,Aššur,Aššur,1,P224517,5,6,penalties for litigation: penalty
